speed,MAX HOVER COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.5,15066,14324,13601,12896,12210,11543,10895,10266,9655,9063,8489,7935,7399,6881,6383,5903,5442,5000,4576,4171,3785,3417,3069,2739,2427,2135,1861,1606,1369,1151,952,772,610,468,344,238,151,84,34,5
198,15181,14433,13704,12995,12304,11632,10978,10344,9728,9132,8554,7995,7455,6934,6432,5948,5483,5038,4611,4203,3814,3443,3092,2759,2446,2151,1875,1618,1380,1160,960,778,615,471,346,240,153,84,35,5
199.5,15296,14542,13808,13093,12397,11720,11061,10422,9802,9201,8619,8056,7512,6986,6480,5993,5525,5076,4646,4235,3843,3470,3115,2780,2464,2167,1889,1630,1390,1169,967,784,620,475,349,242,154,85,35,5
201,15411,14652,13912,13191,12490,11808,11145,10501,9876,9270,8684,8116,7568,7039,6529,6038,5567,5114,4681,4267,3871,3496,3139,2801,2483,2183,1903,1642,1400,1178,974,790,624,478,351,244,155,85,35,5
202.5,15526,14761,14016,13290,12583,11896,11228,10579,9950,9339,8748,8177,7625,7091,6578,6083,5608,5152,4716,4298,3900,3522,3162,2822,2501,2200,1918,1655,1411,1187,981,796,629,482,354,245,156,86,35,5
204,15641,14870,14120,13388,12676,11984,11311,10657,10023,9409,8813,8237,7681,7144,6626,6128,5650,5190,4751,4330,3929,3548,3186,2843,2520,2216,1932,1667,1421,1195,989,802,634,485,357,247,157,87,36,5
205.5,15756,14980,14224,13487,12770,12072,11394,10736,10097,9478,8878,8298,7737,7197,6675,6173,5691,5229,4786,4362,3958,3574,3209,2864,2538,2232,1946,1679,1432,1204,996,807,638,489,359,249,158,87,36,5
207,15871,15089,14327,13585,12863,12160,11477,10814,10171,9547,8943,8359,7794,7249,6724,6218,5733,5267,4820,4394,3987,3600,3233,2885,2557,2249,1960,1691,1442,1213,1003,813,643,493,362,251,160,88,36,5
208.5,15986,15198,14431,13684,12956,12248,11561,10893,10244,9616,9008,8419,7850,7302,6773,6264,5774,5305,4855,4426,4016,3626,3256,2906,2575,2265,1974,1704,1453,1222,1011,819,648,496,365,253,161,89,36,5
210,16101,15308,14535,13782,13049,12336,11644,10971,10318,9685,9072,8480,7907,7354,6821,6309,5816,5343,4890,4458,4045,3652,3279,2927,2594,2281,1989,1716,1463,1230,1018,825,652,500,367,254,162,89,37,5
211.5,16216,15417,14639,13881,13143,12425,11727,11049,10392,9754,9137,8540,7963,7407,6870,6354,5857,5381,4925,4489,4074,3678,3303,2948,2612,2298,2003,1728,1474,1239,1025,831,657,503,370,256,163,90,37,5
213,16331,15526,14743,13979,13236,12513,11810,11128,10465,9824,9202,8601,8020,7459,6919,6399,5899,5419,4960,4521,4103,3704,3326,2968,2631,2314,2017,1740,1484,1248,1032,837,662,507,372,258,164,91,37,5
214.5,16446,15636,14846,14077,13329,12601,11893,11206,10539,9893,9267,8661,8076,7512,6968,6444,5940,5458,4995,4553,4132,3730,3350,2989,2650,2330,2031,1753,1495,1257,1040,843,666,510,375,260,165,91,38,5
216,16561,15745,14950,14176,13422,12689,11976,11284,10613,9962,9332,8722,8133,7564,7016,6489,5982,5496,5030,4585,4160,3756,3373,3010,2668,2346,2045,1765,1505,1266,1047,849,671,514,378,262,166,92,38,5
217.5,16676,15855,15054,14274,13515,12777,12060,11363,10687,10031,9396,8783,8189,7617,7065,6534,6024,5534,5065,4617,4189,3783,3397,3031,2687,2363,2060,1777,1515,1274,1054,855,676,518,380,264,168,92,38,5
219,16791,15964,15158,14373,13609,12865,12143,11441,10760,10100,9461,8843,8246,7669,7114,6579,6065,5572,5100,4649,4218,3809,3420,3052,2705,2379,2074,1789,1526,1283,1061,860,680,521,383,265,169,93,38,5
220.5,16906,16073,15262,14471,13702,12953,12226,11519,10834,10170,9526,8904,8302,7722,7162,6624,6107,5610,5135,4680,4247,3835,3443,3073,2724,2395,2088,1802,1536,1292,1069,866,685,525,385,267,170,94,39,6
222,17021,16183,15366,14570,13795,13041,12309,11598,10908,10239,9591,8964,8359,7774,7211,6669,6148,5648,5170,4712,4276,3861,3467,3094,2742,2412,2102,1814,1547,1301,1076,872,690,528,388,269,171,94,39,6
223.5,17136,16292,15469,14668,13888,13130,12392,11676,10981,10308,9656,9025,8415,7827,7260,6714,6190,5687,5205,4744,4305,3887,3490,3115,2761,2428,2116,1826,1557,1310,1083,878,694,532,391,271,172,95,39,6
225,17251,16401,15573,14767,13981,13218,12475,11754,11055,10377,9721,9085,8472,7879,7309,6759,6231,5725,5240,4776,4334,3913,3514,3136,2779,2444,2131,1838,1568,1318,1090,884,699,535,393,273,173,96,39,6
226.5,17366,16511,15677,14865,14075,13306,12559,11833,11129,10446,9785,9146,8528,7932,7357,6804,6273,5763,5275,4808,4363,3939,3537,3157,2798,2460,2145,1851,1578,1327,1098,890,704,539,396,274,175,96,40,6
228,17481,16620,15781,14963,14168,13394,12642,11911,11202,10515,9850,9207,8585,7984,7406,6849,6314,5801,5310,4840,4392,3965,3560,3178,2816,2477,2159,1863,1589,1336,1105,896,708,543,399,276,176,97,40,6
229.5,17596,16729,15885,15062,14261,13482,12725,11990,11276,10585,9915,9267,8641,8037,7455,6894,6356,5839,5344,4872,4420,3991,3584,3198,2835,2493,2173,1875,1599,1345,1112,902,713,546,401,278,177,98,40,6
231,17711,16839,15988,15160,14354,13570,12808,12068,11350,10654,9980,9328,8698,8090,7503,6939,6397,5877,5379,4903,4449,4017,3607,3219,2853,2509,2187,1887,1609,1354,1120,908,718,550,404,280,178,98,40,6
232.5,17826,16948,16092,15259,14447,13658,12891,12146,11424,10723,10045,9388,8754,8142,7552,6985,6439,5916,5414,4935,4478,4043,3631,3240,2872,2526,2202,1900,1620,1362,1127,914,722,553,406,282,179,99,41,6
234,17941,17057,16196,15357,14541,13746,12974,12225,11497,10792,10109,9449,8811,8195,7601,7030,6480,5954,5449,4967,4507,4070,3654,3261,2890,2542,2216,1912,1630,1371,1134,919,727,557,409,284,180,99,41,6
235.5,18056,17167,16300,15456,14634,13834,13058,12303,11571,10861,10174,9509,8867,8247,7650,7075,6522,5992,5484,4999,4536,4096,3678,3282,2909,2558,2230,1924,1641,1380,1141,925,732,560,412,285,182,100,41,6
237,18171,17276,16404,15554,14727,13923,13141,12381,11645,10931,10239,9570,8924,8300,7698,7120,6564,6030,5519,5031,4565,4122,3701,3303,2927,2575,2244,1936,1651,1389,1149,931,736,564,414,287,183,101,41,6
238.5,18286,17385,16508,15653,14820,14011,13224,12460,11718,11000,10304,9630,8980,8352,7747,7165,6605,6068,5554,5063,4594,4148,3724,3324,2946,2591,2258,1949,1662,1397,1156,937,741,568,417,289,184,101,42,6
240,18401,17495,16611,15751,14913,14099,13307,12538,11792,11069,10369,9691,9036,8405,7796,7210,6647,6106,5589,5094,4623,4174,3748,3345,2965,2607,2273,1961,1672,1406,1163,943,746,571,420,291,185,102,42,6
241.5,18516,17604,16715,15849,15007,14187,13390,12616,11866,11138,10433,9752,9093,8457,7845,7255,6688,6145,5624,5126,4652,4200,3771,3366,2983,2623,2287,1973,1683,1415,1170,949,750,575,422,293,186,103,42,6
243,18631,17713,16819,15948,15100,14275,13473,12695,11939,11207,10498,9812,9149,8510,7893,7300,6730,6183,5659,5158,4680,4226,3795,3387,3002,2640,2301,1985,1693,1424,1178,955,755,578,425,294,187,103,43,6
244.5,18746,17823,16923,16046,15193,14363,13557,12773,12013,11276,10563,9873,9206,8562,7942,7345,6771,6221,5694,5190,4709,4252,3818,3407,3020,2656,2315,1998,1704,1433,1185,961,760,582,427,296,188,104,43,6
246,18861,17932,17027,16145,15286,14451,13640,12852,12087,11346,10628,9933,9262,8615,7991,7390,6813,6259,5729,5222,4738,4278,3842,3428,3039,2672,2329,2010,1714,1441,1192,967,764,585,430,298,190,105,43,6
247.5,18976,18041,17130,16243,15380,14539,13723,12930,12161,11415,10693,9994,9319,8667,8039,7435,6854,6297,5764,5254,4767,4304,3865,3449,3057,2689,2344,2022,1724,1450,1200,972,769,589,433,300,191,105,43,6
249,19091,18151,17234,16342,15473,14628,13806,13008,12234,11484,10757,10054,9375,8720,8088,7480,6896,6335,5799,5285,4796,4330,3888,3470,3076,2705,2358,2035,1735,1459,1207,978,774,593,435,302,192,106,44,6
250.5,19206,18260,17338,16440,15566,14716,13889,13087,12308,11553,10822,10115,9432,8772,8137,7525,6937,6374,5833,5317,4825,4356,3912,3491,3094,2721,2372,2047,1745,1468,1214,984,778,596,438,304,193,106,44,6
252,19321,18369,17442,16539,15659,14804,13972,13165,12382,11622,10887,10176,9488,8825,8186,7570,6979,6412,5868,5349,4854,4383,3935,3512,3113,2737,2386,2059,1756,1477,1221,990,783,600,441,305,194,107,44,6
253.5,19436,18479,17546,16637,15752,14892,14056,13243,12455,11691,10952,10236,9545,8877,8234,7615,7021,6450,5903,5381,4883,4409,3959,3533,3131,2754,2400,2071,1766,1485,1229,996,788,603,443,307,195,108,44,6
255,19551,18588,17650,16735,15846,14980,14139,13322,12529,11761,11017,10297,9601,8930,8283,7660,7062,6488,5938,5413,4912,4435,3982,3554,3150,2770,2415,2084,1777,1494,1236,1002,792,607,446,309,197,108,45,6
256.5,19666,18697,17753,16834,15939,15068,14222,13400,12603,11830,11081,10357,9658,8983,8332,7705,7104,6526,5973,5445,4940,4461,4006,3575,3168,2786,2429,2096,1787,1503,1243,1008,797,610,448,311,198,109,45,6
258,19781,18807,17857,16932,16032,15156,14305,13478,12676,11899,11146,10418,9714,9035,8381,7751,7145,6564,6008,5476,4969,4487,4029,3596,3187,2803,2443,2108,1798,1512,1250,1014,802,614,451,313,199,110,45,6
259.5,19896,18916,17961,17031,16125,15244,14388,13557,12750,11968,11211,10478,9771,9088,8429,7796,7187,6603,6043,5508,4998,4513,4052,3617,3205,2819,2457,2120,1808,1521,1258,1020,806,618,454,314,200,110,45,6
261,20011,19025,18065,17129,16218,15332,14471,13635,12824,12037,11276,10539,9827,9140,8478,7841,7228,6641,6078,5540,5027,4539,4076,3637,3224,2835,2471,2133,1818,1529,1265,1025,811,621,456,316,201,111,46,7
262.5,20126,19135,18169,17228,16312,15421,14555,13714,12898,12107,11341,10600,9884,9193,8527,7886,7270,6679,6113,5572,5056,4565,4099,3658,3242,2852,2486,2145,1829,1538,1272,1031,816,625,459,318,202,112,46,7
264,20241,19244,18273,17326,16405,15509,14638,13792,12971,12176,11405,10660,9940,9245,8575,7931,7311,6717,6148,5604,5085,4591,4123,3679,3261,2868,2500,2157,1839,1547,1279,1037,820,628,462,320,203,112,46,7
265.5,20356,19353,18376,17425,16498,15597,14721,13870,13045,12245,11470,10721,9997,9298,8624,7976,7353,6755,6183,5636,5114,4617,4146,3700,3280,2884,2514,2169,1850,1556,1287,1043,825,632,464,322,205,113,46,7
267,20471,19463,18480,17523,16591,15685,14804,13949,13119,12314,11535,10781,10053,9350,8673,8021,7394,6793,6218,5668,5143,4643,4170,3721,3298,2900,2528,2182,1860,1564,1294,1049,830,635,467,324,206,113,47,7
268.5,20586,19572,18584,17621,16684,15773,14887,14027,13192,12383,11600,10842,10110,9403,8722,8066,7436,6832,6253,5699,5172,4669,4193,3742,3317,2917,2542,2194,1871,1573,1301,1055,834,639,469,325,207,114,47,7
270,20701,19681,18688,17720,16778,15861,14970,14105,13266,12452,11665,10902,10166,9455,8770,8111,7477,6870,6288,5731,5201,4696,4216,3763,3335,2933,2557,2206,1881,1582,1309,1061,839,643,472,327,208,115,47,7
271.5,20816,19791,18792,17818,16871,15949,15054,14184,13340,12522,11729,10963,10222,9508,8819,8156,7519,6908,6322,5763,5229,4722,4240,3784,3354,2949,2571,2218,1892,1591,1316,1067,844,646,475,329,209,115,48,7
273,20931,19900,18895,17917,16964,16037,15137,14262,13413,12591,11794,11024,10279,9560,8868,8201,7561,6946,6357,5795,5258,4748,4263,3805,3372,2966,2585,2231,1902,1600,1323,1073,848,650,477,331,210,116,48,7
274.5,21046,20009,18999,18015,17057,16126,15220,14340,13487,12660,11859,11084,10335,9613,8916,8246,7602,6984,6392,5827,5287,4774,4287,3826,3391,2982,2599,2243,1913,1608,1330,1079,853,653,480,333,212,117,48,7
276,21161,20119,19103,18114,17151,16214,15303,14419,13561,12729,11924,11145,10392,9665,8965,8291,7644,7022,6427,5859,5316,4800,4310,3846,3409,2998,2614,2255,1923,1617,1338,1084,857,657,483,334,213,117,48,7
277.5,21276,20228,19207,18212,17244,16302,15386,14497,13635,12798,11989,11205,10448,9718,9014,8336,7685,7060,6462,5890,5345,4826,4333,3867,3428,3015,2628,2267,1933,1626,1345,1090,862,660,485,336,214,118,49,7
279,21391,20338,19311,18311,17337,16390,15469,14576,13708,12868,12053,11266,10505,9770,9063,8381,7727,7099,6497,5922,5374,4852,4357,3888,3446,3031,2642,2280,1944,1635,1352,1096,867,664,488,338,215,119,49,7
280.5,21506,20447,19415,18409,17430,16478,15553,14654,13782,12937,12118,11326,10561,9823,9111,8426,7768,7137,6532,5954,5403,4878,4380,3909,3465,3047,2656,2292,1954,1644,1359,1102,871,668,490,340,216,119,49,7
282,21621,20556,19518,18507,17523,16566,15636,14732,13856,13006,12183,11387,10618,9876,9160,8472,7810,7175,6567,5986,5432,4904,4404,3930,3483,3063,2670,2304,1965,1652,1367,1108,876,671,493,342,217,120,49,7
283.5,21736,20666,19622,18606,17617,16654,15719,14811,13929,13075,12248,11448,10674,9928,9209,8517,7851,7213,6602,6018,5461,4930,4427,3951,3502,3080,2685,2316,1975,1661,1374,1114,881,675,496,344,218,120,50,7
285,21851,20775,19726,18704,17710,16742,15802,14889,14003,13144,12313,11508,10731,9981,9258,8562,7893,7251,6637,6050,5489,4956,4451,3972,3520,3096,2699,2329,1986,1670,1381,1120,885,678,498,345,220,121,50,7
286.5,21966,20884,19830,18803,17803,16830,15885,14967,14077,13213,12377,11569,10787,10033,9306,8607,7934,7289,6672,6081,5518,4983,4474,3993,3539,3112,2713,2341,1996,1679,1389,1126,890,682,501,347,221,122,50,7
288,22081,20994,19934,18901,17896,16919,15968,15046,14150,13283,12442,11629,10844,10086,9355,8652,7976,7328,6707,6113,5547,5009,4497,4014,3557,3129,2727,2353,2007,1687,1396,1132,895,685,503,349,222,122,50,7
289.5,22196,21103,20037,19000,17989,17007,16052,15124,14224,13352,12507,11690,10900,10138,9404,8697,8018,7366,6742,6145,5576,5035,4521,4035,3576,3145,2741,2365,2017,1696,1403,1137,899,689,506,351,223,123,51,7
291,22311,21212,20141,19098,18083,17095,16135,15202,14298,13421,12572,11750,10957,10191,9452,8742,8059,7404,6777,6177,5605,5061,4544,4056,3594,3161,2756,2378,2028,1705,1410,1143,904,693,509,353,224,124,51,7
292.5,22426,21322,20245,19197,18176,17183,16218,15281,14372,13490,12637,11811,11013,10243,9501,8787,8101,7442,6812,6209,5634,5087,4568,4076,3613,3177,2770,2390,2038,1714,1418,1149,909,696,511,354,225,124,51,7
294,22541,21431,20349,19295,18269,17271,16301,15359,14445,13559,12701,11872,11070,10296,9550,8832,8142,7480,6846,6241,5663,5113,4591,4097,3632,3194,2784,2402,2048,1723,1425,1155,913,700,514,356,227,125,51,7
295.5,22656,21540,20453,19393,18362,17359,16384,15438,14519,13629,12766,11932,11126,10348,9599,8877,8184,7518,6881,6272,5692,5139,4615,4118,3650,3210,2798,2414,2059,1731,1432,1161,918,703,517,358,228,126,52,7
297,22771,21650,20557,19492,18455,17447,16467,15516,14593,13698,12831,11993,11183,10401,9647,8922,8225,7557,6916,6304,5721,5165,4638,4139,3669,3226,2812,2427,2069,1740,1439,1167,923,707,519,360,229,126,52,7
298.5,22886,21759,20660,19590,18549,17535,16551,15594,14666,13767,12896,12053,11239,10453,9696,8967,8267,7595,6951,6336,5749,5191,4661,4160,3687,3243,2827,2439,2080,1749,1447,1173,927,710,522,362,230,127,52,7
300,23001,21868,20764,19689,18642,17624,16634,15673,14740,13836,12961,12114,11296,10506,9745,9012,8308,7633,6986,6368,5778,5217,4685,4181,3706,3259,2841,2451,2090,1758,1454,1179,932,714,524,364,231,128,53,8
301.5,23116,21978,20868,19787,18735,17712,16717,15751,14814,13905,13025,12174,11352,10558,9794,9057,8350,7671,7021,6400,5807,5243,4708,4202,3724,3275,2855,2463,2101,1767,1461,1185,937,718,527,365,232,128,53,8
303,23231,22087,20972,19886,18828,17800,16800,15829,14887,13974,13090,12235,11409,10611,9842,9102,8391,7709,7056,6432,5836,5269,4732,4223,3743,3292,2869,2476,2111,1775,1469,1191,941,721,530,367,234,129,53,8
304.5,23346,22196,21076,19984,18921,17888,16883,15908,14961,14044,13155,12296,11465,10663,9891,9147,8433,7747,7091,6464,5865,5296,4755,4244,3761,3308,2883,2488,2122,1784,1476,1196,946,725,532,369,235,129,53,8
306,23461,22306,21180,20083,19015,17976,16966,15986,15035,14113,13220,12356,11521,10716,9940,9193,8474,7786,7126,6495,5894,5322,4779,4265,3780,3324,2898,2500,2132,1793,1483,1202,951,728,535,371,236,130,54,8
307.5,23576,22415,21283,20181,19108,18064,17050,16064,15109,14182,13285,12417,11578,10769,9988,9238,8516,7824,7161,6527,5923,5348,4802,4285,3798,3340,2912,2512,2142,1802,1490,1208,955,732,538,373,237,131,54,8
309,23691,22524,21387,20279,19201,18152,17133,16143,15182,14251,13349,12477,11634,10821,10037,9283,8558,7862,7196,6559,5952,5374,4825,4306,3817,3357,2926,2525,2153,1811,1498,1214,960,735,540,374,238,131,54,8
310.5,23806,22634,21491,20378,19294,18240,17216,16221,15256,14320,13414,12538,11691,10874,10086,9328,8599,7900,7231,6591,5981,5400,4849,4327,3835,3373,2940,2537,2163,1819,1505,1220,965,739,543,376,239,132,54,8
312,23921,22743,21595,20476,19388,18328,17299,16300,15330,14390,13479,12598,11747,10926,10135,9373,8641,7938,7266,6623,6009,5426,4872,4348,3854,3389,2954,2549,2174,1828,1512,1226,969,743,545,378,240,133,55,8
313.5,24036,22852,21699,20575,19481,18417,17382,16378,15403,14459,13544,12659,11804,10979,10183,9418,8682,7976,7301,6655,6038,5452,4896,4369,3872,3406,2969,2562,2184,1837,1519,1232,974,746,548,380,242,133,55,8
315,24151,22962,21802,20673,19574,18505,17466,16456,15477,14528,13609,12720,11860,11031,10232,9463,8724,8015,7335,6686,6067,5478,4919,4390,3891,3422,2983,2574,2195,1846,1527,1238,979,750,551,382,243,134,55,8
316.5,24266,23071,21906,20772,19667,18593,17549,16535,15551,14597,13674,12780,11917,11084,10281,9508,8765,8053,7370,6718,6096,5504,4943,4411,3909,3438,2997,2586,2205,1854,1534,1244,983,753,553,384,244,135,55,8
318,24381,23180,22010,20870,19760,18681,17632,16613,15624,14666,13738,12841,11973,11136,10329,9553,8807,8091,7405,6750,6125,5530,4966,4432,3928,3454,3011,2598,2216,1863,1541,1249,988,757,556,385,245,135,56,8
319.5,24496,23290,22114,20969,19854,18769,17715,16691,15698,14735,13803,12901,12030,11189,10378,9598,8848,8129,7440,6782,6154,5556,4989,4453,3947,3471,3025,2611,2226,1872,1548,1255,993,760,559,387,246,136,56,8
321,24611,23399,22218,21067,19947,18857,17798,16770,15772,14805,13868,12962,12086,11241,10427,9643,8890,8167,7475,6814,6183,5583,5013,4474,3965,3487,3040,2623,2237,1881,1556,1261,997,764,561,389,247,136,56,8
322.5,24726,23508,22322,21165,20040,18945,17881,16848,15846,14874,13933,13022,12143,11294,10476,9688,8931,8205,7510,6846,6212,5609,5036,4495,3984,3503,3054,2635,2247,1890,1563,1267,1002,768,564,391,249,137,56,8
324,24841,23618,22425,21264,20133,19033,17965,16926,15919,14943,13998,13083,12199,11346,10524,9733,8973,8244,7545,6877,6241,5635,5060,4515,4002,3520,3068,2647,2257,1898,1570,1273,1007,771,566,393,250,138,57,8
325.5,24956,23727,22529,21362,20226,19122,18048,17005,15993,15012,14062,13144,12256,11399,10573,9778,9015,8282,7580,6909,6270,5661,5083,4536,4021,3536,3082,2660,2268,1907,1578,1279,1011,775,569,394,251,138,57,8
327,25071,23836,22633,21461,20320,19210,18131,17083,16067,15081,14127,13204,12312,11451,10622,9823,9056,8320,7615,6941,6298,5687,5106,4557,4039,3552,3096,2672,2278,1916,1585,1285,1016,778,572,396,252,139,57,8
328.5,25186,23946,22737,21559,20413,19298,18214,17162,16140,15151,14192,13265,12369,11504,10671,9868,9098,8358,7650,6973,6327,5713,5130,4578,4058,3569,3111,2684,2289,1925,1592,1291,1021,782,574,398,253,140,57,8
330,25301,24055,22841,21658,20506,19386,18297,17240,16214,15220,14257,13325,12425,11556,10719,9914,9139,8396,7685,7005,6356,5739,5153,4599,4076,3585,3125,2696,2299,1934,1599,1297,1025,785,577,400,254,140,58,8
331.5,25416,24164,22944,21756,20599,19474,18380,17318,16288,15289,14322,13386,12482,11609,10768,9959,9181,8434,7720,7037,6385,5765,5177,4620,4095,3601,3139,2709,2310,1942,1607,1302,1030,789,580,402,255,141,58,8
333,25531,24274,23048,21855,20692,19562,18464,17397,16361,15358,14386,13446,12538,11662,10817,10004,9222,8473,7755,7068,6414,5791,5200,4641,4113,3617,3153,2721,2320,1951,1614,1308,1035,793,582,404,257,142,58,8
334.5,25646,24383,23152,21953,20786,19650,18547,17475,16435,15427,14451,13507,12595,11714,10865,10049,9264,8511,7790,7100,6443,5817,5224,4662,4132,3634,3167,2733,2331,1960,1621,1314,1039,796,585,405,258,142,59,8
336,25761,24492,23256,22051,20879,19738,18630,17553,16509,15496,14516,13567,12651,11767,10914,10094,9305,8549,7825,7132,6472,5843,5247,4683,4150,3650,3182,2745,2341,1969,1628,1320,1044,800,587,407,259,143,59,8
337.5,25876,24602,23360,22150,20972,19826,18713,17632,16583,15566,14581,13628,12708,11819,10963,10139,9347,8587,7859,7164,6501,5869,5270,4704,4169,3666,3196,2758,2351,1978,1636,1326,1049,803,590,409,260,143,59,8
339,25991,24711,23464,22248,21065,19915,18796,17710,16656,15635,14646,13689,12764,11872,11012,10184,9388,8625,7894,7196,6530,5896,5294,4724,4187,3683,3210,2770,2362,1986,1643,1332,1053,807,593,411,261,144,59,8
340.5,26106,24821,23567,22347,21159,20003,18879,17788,16730,15704,14710,13749,12820,11924,11060,10229,9430,8663,7929,7228,6558,5922,5317,4745,4206,3699,3224,2782,2372,1995,1650,1338,1058,810,595,413,262,145,60,9
342,26221,24930,23671,22445,21252,20091,18963,17867,16804,15773,14775,13810,12877,11977,11109,10274,9471,8702,7964,7259,6587,5948,5341,4766,4224,3715,3238,2794,2383,2004,1658,1344,1063,814,598,414,264,145,60,9
343.5,26336,25039,23775,22544,21345,20179,19046,17945,16877,15842,14840,13870,12933,12029,11158,10319,9513,8740,7999,7291,6616,5974,5364,4787,4243,3731,3253,2807,2393,2013,1665,1350,1067,817,601,416,265,146,60,9
345,26451,25149,23879,22642,21438,20267,19129,18024,16951,15912,14905,13931,12990,12082,11207,10364,9555,8778,8034,7323,6645,6000,5388,4808,4261,3748,3267,2819,2404,2021,1672,1356,1072,821,603,418,266,147,60,9
346.5,26566,25258,23983,22741,21531,20355,19212,18102,17025,15981,14970,13991,13046,12134,11255,10409,9596,8816,8069,7355,6674,6026,5411,4829,4280,3764,3281,2831,2414,2030,1679,1361,1077,825,606,420,267,147,61,9
348,26681,25367,24087,22839,21625,20443,19295,18180,17099,16050,15034,14052,13103,12187,11304,10454,9638,8854,8104,7387,6703,6052,5434,4850,4299,3780,3295,2843,2425,2039,1687,1367,1081,828,608,422,268,148,61,9
349.5,26796,25477,24190,22937,21718,20531,19378,18259,17172,16119,15099,14113,13159,12239,11353,10499,9679,8892,8139,7419,6732,6078,5458,4871,4317,3797,3310,2856,2435,2048,1694,1373,1086,832,611,424,269,149,61,9
351,26911,25586,24294,23036,21811,20620,19462,18337,17246,16188,15164,14173,13216,12292,11401,10544,9721,8931,8174,7451,6761,6104,5481,4892,4336,3813,3324,2868,2446,2057,1701,1379,1091,835,614,425,271,149,61,9
352.5,27026,25695,24398,23134,21904,20708,19545,18415,17320,16257,15229,14234,13272,12344,11450,10589,9762,8969,8209,7482,6790,6130,5505,4913,4354,3829,3338,2880,2456,2065,1708,1385,1095,839,616,427,272,150,62,9
354,27141,25805,24502,23233,21997,20796,19628,18494,17393,16327,15294,14294,13329,12397,11499,10634,9804,9007,8244,7514,6818,6156,5528,4934,4373,3846,3352,2892,2466,2074,1716,1391,1100,842,619,429,273,150,62,9
355.5,27256,25914,24606,23331,22091,20884,19711,18572,17467,16396,15358,14355,13385,12449,11548,10680,9845,9045,8279,7546,6847,6183,5552,4954,4391,3862,3366,2905,2477,2083,1723,1397,1104,846,621,431,274,151,62,9
357,27371,26023,24709,23430,22184,20972,19794,18650,17541,16465,15423,14415,13442,12502,11596,10725,9887,9083,8314,7578,6876,6209,5575,4975,4410,3878,3381,2917,2487,2092,1730,1403,1109,850,624,433,275,152,62,9
358.5,27486,26133,24813,23528,22277,21060,19877,18729,17614,16534,15488,14476,13498,12555,11645,10770,9928,9121,8348,7610,6905,6235,5598,4996,4428,3894,3395,2929,2498,2101,1738,1409,1114,853,627,434,276,152,63,9
360,27601,26242,24917,23627,22370,21148,19961,18807,17688,16603,15553,14537,13555,12607,11694,10815,9970,9160,8383,7642,6934,6261,5622,5017,4447,3911,3409,2941,2508,2109,1745,1414,1118,857,629,436,277,153,63,9
361.5,27716,26351,25021,23725,22463,21236,20044,18886,17762,16672,15618,14597,13611,12660,11742,10860,10012,9198,8418,7673,6963,6287,5645,5038,4465,3927,3423,2954,2519,2118,1752,1420,1123,860,632,438,279,154,63,9
363,27831,26461,25125,23823,22557,21325,20127,18964,17836,16742,15682,14658,13668,12712,11791,10905,10053,9236,8453,7705,6992,6313,5669,5059,4484,3943,3437,2966,2529,2127,1759,1426,1128,864,635,440,280,154,64,9
364.5,27946,26570,25229,23922,22650,21413,20210,19042,17909,16811,15747,14718,13724,12765,11840,10950,10095,9274,8488,7737,7021,6339,5692,5080,4502,3960,3452,2978,2540,2136,1767,1432,1132,867,637,442,281,155,64,9
366,28061,26679,25332,24020,22743,21501,20293,19121,17983,16880,15812,14779,13781,12817,11889,10995,10136,9312,8523,7769,7050,6365,5716,5101,4521,3976,3466,2990,2550,2145,1774,1438,1137,871,640,444,282,156,64,9
367.5,28176,26789,25436,24119,22836,21589,20376,19199,18057,16949,15877,14839,13837,12870,11937,11040,10178,9350,8558,7801,7078,6391,5739,5122,4539,3992,3480,3003,2561,2153,1781,1444,1142,875,642,445,283,156,64,9
369,28291,26898,25540,24217,22929,21677,20460,19277,18130,17018,15942,14900,13894,12922,11986,11085,10219,9389,8593,7833,7107,6417,5762,5143,4558,4008,3494,3015,2571,2162,1788,1450,1146,878,645,447,284,157,65,9
370.5,28406,27007,25644,24316,23023,21765,20543,19356,18204,17088,16006,14961,13950,12975,12035,11130,10261,9427,8628,7864,7136,6443,5786,5163,4576,4025,3508,3027,2581,2171,1796,1456,1151,882,648,449,286,157,65,9
372,28521,27117,25748,24414,23116,21853,20626,19434,18278,17157,16071,15021,14007,13027,12084,11175,10302,9465,8663,7896,7165,6469,5809,5184,4595,4041,3523,3039,2592,2180,1803,1462,1156,885,650,451,287,158,65,9
373.5,28636,27226,25851,24513,23209,21941,20709,19512,18351,17226,16136,15082,14063,13080,12132,11220,10344,9503,8698,7928,7194,6496,5833,5205,4614,4057,3537,3052,2602,2188,1810,1468,1160,889,653,453,288,159,65,9
375,28751,27335,25955,24611,23302,22029,20792,19591,18425,17295,16201,15142,14119,13132,12181,11265,10385,9541,8733,7960,7223,6522,5856,5226,4632,4074,3551,3064,2613,2197,1817,1473,1165,892,656,454,289,159,66,9
376.5,28866,27445,26059,24709,23396,22118,20875,19669,18499,17364,16266,15203,14176,13185,12230,11310,10427,9579,8768,7992,7252,6548,5879,5247,4651,4090,3565,3076,2623,2206,1825,1479,1170,896,658,456,290,160,66,9
